epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,learning_rate,loss,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
10,0.9862748980522156,0.3601568639278412,0.3848819136619568,0.25156351923942566,0.20516975224018097,0.0010000000474974513,0.04751671850681305,0.49999213218688965,0.9899095892906189,0.9824630618095398,0.9965724945068359,0.9875158071517944,0.36821839213371277,0.37165695428848267,0.37245500087738037,0.2575598657131195,0.044308703392744064,0.5,0.9929107427597046,0.9814234375953674,0.9975324273109436
11,0.0,0.0,0.0,0.0,0.0,0.0010000000474974513,0.0,0.0,0.0,0.0,0.0,0.9875160455703735,0.3682183623313904,0.3716568946838379,0.3724549114704132,0.2575598657131195,0.04430870711803436,0.5,0.9929107427597046,0.9814234375953674,0.9975324869155884
12,0.985201895236969,0.36480313539505005,0.37097233533859253,0.29729944467544556,0.19298826158046722,0.0010000000474974513,0.0487239696085453,0.49999475479125977,0.9895740747451782,0.9818025231361389,0.9964642524719238,0.9861094355583191,0.3534667193889618,0.3351920247077942,0.35259008407592773,0.20407845079898834,0.04767837002873421,0.5,0.9909874200820923,0.9820724725723267,0.9969385266304016
13,0.0,0.0,0.0,0.0,0.0,0.00020000000949949026,0.0,0.0,0.0,0.0,0.0,0.98610919713974,0.3534666895866394,0.33519187569618225,0.3525901436805725,0.20407843589782715,0.04767837002873421,0.5,0.9909874200820923,0.9820724725723267,0.9969386458396912
14,0.9877722859382629,0.4116758406162262,0.4615285098552704,0.423607736825943,0.2542040944099426,0.00020000000949949026,0.03754417225718498,0.49999141693115234,0.9920668601989746,0.9836766719818115,0.9972600936889648,0.9888085126876831,0.422463059425354,0.5202420353889465,0.41264277696609497,0.2612169682979584,0.03419254720211029,0.5,0.9919430613517761,0.9856303334236145,0.9972477555274963
15,0.0,0.0,0.0,0.0,0.0,0.00020000000949949026,0.0,0.0,0.0,0.0,0.0,0.9888084530830383,0.4224630892276764,0.5202420949935913,0.41264277696609497,0.26121702790260315,0.03419255092740059,0.5,0.9919431805610657,0.9856301546096802,0.9972477555274963
16,0.9891389608383179,0.45494377613067627,0.5463213920593262,0.49284833669662476,0.29885080456733704,0.00020000000949949026,0.032217174768447876,0.49999338388442993,0.992236316204071,0.9859877228736877,0.9973291158676147,0.9893965125083923,0.4576168656349182,0.4846062660217285,0.46558427810668945,0.33530986309051514,0.03285899758338928,0.49999988079071045,0.9921321272850037,0.9866561889648438,0.9973151683807373
17,0.0,0.0,0.0,0.0,0.0,0.00020000000949949026,0.0,0.0,0.0,0.0,0.0,0.9893966317176819,0.4576169550418854,0.4846062958240509,0.4655840992927551,0.33530986309051514,0.032858993858098984,0.49999988079071045,0.9921321272850037,0.9866563081741333,0.9973154067993164
18,0.9896500110626221,0.4722684621810913,0.5640499591827393,0.5188601016998291,0.338961660861969,0.00020000000949949026,0.029944613575935364,0.49999696016311646,0.992672324180603,0.9865237474441528,0.9974700808525085,0.989972710609436,0.46622055768966675,0.5728576183319092,0.4387363791465759,0.3163025975227356,0.02995310351252556,0.5,0.991733968257904,0.9881203174591064,0.997201681137085
19,0.0,0.0,0.0,0.0,0.0,0.00020000000949949026,0.0,0.0,0.0,0.0,0.0,0.9899725914001465,0.46622055768966675,0.5728577375411987,0.4387363791465759,0.31630268692970276,0.029953105375170708,0.5,0.991733968257904,0.9881200790405273,0.9972014427185059
20,0.9903129935264587,0.49045073986053467,0.5913910865783691,0.5420615077018738,0.36447542905807495,0.00020000000949949026,0.027884716168045998,0.4999944567680359,0.9928068518638611,0.9874765276908875,0.9975237846374512,0.9907188415527344,0.48618555068969727,0.5867136120796204,0.4877933859825134,0.37418776750564575,0.02838737890124321,0.5,0.9929143786430359,0.9882171154022217,0.9975699186325073
21,0.0,0.0,0.0,0.0,0.0,0.00020000000949949026,0.0,0.0,0.0,0.0,0.0,0.9907188415527344,0.4861854910850525,0.5867134928703308,0.4877934455871582,0.37418776750564575,0.02838738076388836,0.5,0.9929143786430359,0.9882173538208008,0.9975699186325073
22,0.9905652403831482,0.4996742010116577,0.6083542108535767,0.5559199452400208,0.3746151924133301,0.00020000000949949026,0.02691323310136795,0.4999975562095642,0.9929559230804443,0.9878352880477905,0.9975720643997192,0.990390419960022,0.48263096809387207,0.6118856072425842,0.4903002977371216,0.3626696765422821,0.028055140748620033,0.5,0.9925466179847717,0.9878901839256287,0.9974637627601624
23,0.0,0.0,0.0,0.0,0.0,0.00020000000949949026,0.0,0.0,0.0,0.0,0.0,0.9903903603553772,0.48263096809387207,0.6118857860565186,0.49030014872550964,0.3626697361469269,0.028055135160684586,0.5,0.9925466179847717,0.9878900051116943,0.9974639415740967
24,0.9911527633666992,0.5180901288986206,0.6280399560928345,0.5864725112915039,0.4099571108818054,0.00020000000949949026,0.025232600048184395,0.4999992847442627,0.9932736754417419,0.9884569644927979,0.9976810812950134,0.990928590297699,0.5050956606864929,0.6136024594306946,0.5219942927360535,0.39918696880340576,0.026904189959168434,0.5,0.993250846862793,0.9884790778160095,0.9976882934570312
25,0.0,0.0,0.0,0.0,0.0,0.00020000000949949026,0.0,0.0,0.0,0.0,0.0,0.9909283518791199,0.5050955414772034,0.6136025786399841,0.5219942927360535,0.39918696880340576,0.026904189959168434,0.5,0.9932509660720825,0.9884788990020752,0.9976881742477417
26,0.991195559501648,0.5212964415550232,0.6304388642311096,0.5845914483070374,0.42018070816993713,0.00020000000949949026,0.025124281644821167,0.4999997019767761,0.9932817816734314,0.98853600025177,0.9976849555969238,0.9912061095237732,0.5060821175575256,0.6154934167861938,0.5335162281990051,0.38445350527763367,0.027312319725751877,0.5,0.9929402470588684,0.9890690445899963,0.9975982904434204
27,0.0,0.0,0.0,0.0,0.0,4.0000002627493814e-05,0.0,0.0,0.0,0.0,0.0,0.9912061095237732,0.5060821175575256,0.6154934763908386,0.5335164070129395,0.38445353507995605,0.027312325313687325,0.5,0.9929401278495789,0.9890691637992859,0.9975982904434204
28,0.9921123385429382,0.5439329743385315,0.6646618843078613,0.6088961958885193,0.461357980966568,4.0000002627493814e-05,0.022261181846261024,0.4999992847442627,0.9937257170677185,0.989751935005188,0.997837483882904,0.9916536808013916,0.5232030749320984,0.63519287109375,0.5602498054504395,0.42912521958351135,0.025966862216591835,0.5,0.9933993220329285,0.9893434047698975,0.9977445602416992
29,0.0,0.0,0.0,0.0,0.0,4.0000002627493814e-05,0.0,0.0,0.0,0.0,0.0,0.9916538000106812,0.5232031941413879,0.63519287109375,0.5602497458457947,0.4291253089904785,0.025966867804527283,0.5,0.9933995604515076,0.9893432855606079,0.9977445006370544
30,0.9922947883605957,0.5519968867301941,0.6728858351707458,0.6176249980926514,0.4718714952468872,4.0000002627493814e-05,0.02160184271633625,0.4999990463256836,0.99382084608078,0.9900029301643372,0.9978736639022827,0.9917686581611633,0.5306947827339172,0.653582751750946,0.5684207081794739,0.44066959619522095,0.025645378977060318,0.5,0.9933252334594727,0.9895790815353394,0.9977243542671204
31,0.0,0.0,0.0,0.0,0.0,4.0000002627493814e-05,0.0,0.0,0.0,0.0,0.0,0.9917687773704529,0.530694842338562,0.653582751750946,0.5684207081794739,0.4406697154045105,0.025645380839705467,0.5,0.993324875831604,0.9895790815353394,0.9977243542671204
32,0.9925038814544678,0.5593065023422241,0.6817724704742432,0.6245120167732239,0.48430559039115906,4.0000002627493814e-05,0.02109576016664505,0.49999910593032837,0.9938800930976868,0.99031662940979,0.9978971481323242,0.9916979670524597,0.5331003069877625,0.648769736289978,0.5522348284721375,0.41347062587738037,0.026807786896824837,0.4999997019767761,0.9928628206253052,0.9900544881820679,0.9975852966308594
33,0.0,0.0,0.0,0.0,0.0,8.000000889296643e-06,0.0,0.0,0.0,0.0,0.0,0.9916978478431702,0.533100426197052,0.648769736289978,0.5522348284721375,0.41347062587738037,0.026807788759469986,0.4999997019767761,0.9928625226020813,0.9900544881820679,0.9975855946540833
34,0.9926534295082092,0.563538134098053,0.6876356601715088,0.6321166753768921,0.4877464175224304,8.000000889296643e-06,0.02055828645825386,0.499999463558197,0.9939588308334351,0.9905215501785278,0.997925341129303,0.9918190240859985,0.5370480418205261,0.6580513715744019,0.5634859204292297,0.43503254652023315,0.026037344709038734,0.4999998211860657,0.9930778741836548,0.9899871349334717,0.9976532459259033
